帧序列,ID,DistX,DistY,VeloX,VeloY,Length,Width,Heading,AccX,AccY,MissNum,RCS,wExist,Type,MotionPattern,wObstacl,DistLong_rms,DistLat_rms,VreLong_mrs,VreLat_rms,DetStatus,LifeCycles,Car_Velocity,Car_Gear,Car_PowerSupply,Car_YawRate,Car_SteeringAngle,Car_CurverRadius,小时,分钟,秒,毫秒,当前时间,相机帧数,Door_LF,Door_RR,Door_RF,Door_RR,LeftTurnLight,RightTurnLight,DoorLockSts,RadarLocal,DowSwitch,RcwSwitch,RctaSwitch,LcaSwitch,ElkSwitch,RctbSwitch
391,0,0,0,0,0,0,0,-1.750886E-07,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30.4,0,2,-0.64,-6,-757,0,0,19,877,14:51:35:773,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
391,0,0,0,0,0,0,0,-1.750886E-07,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30.4,0,2,-0.64,-6,-757,0,0,19,877,14:51:35:773,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
391,0,0,0,0,0,0,0,-1.750886E-07,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30.4,0,2,-0.64,-6,-757,0,0,19,877,14:51:35:773,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
391,0,0,0,0,0,0,0,-1.750886E-07,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30.4,0,2,-0.64,-6,-757,0,0,19,877,14:51:35:773,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
391,0,0,0,0,0,0,0,-1.750886E-07,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30.4,0,2,-0.64,-6,-757,0,0,19,877,14:51:35:773,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,3,162.8125,0.25,9.6875,-1.625,4.79884,1.798833,-0.1600002,0,0,25,20,0.90625,4,3,0.9375,0.625,3.205078,0.09570313,0.03320313,2,165,30.5,0,2,-0.53,-6,-918,0,0,19,922,14:51:35:818,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,2,122.4375,2.375,9.6875,-1.125,4.79884,1.798833,-0.1200002,0,-0.46875,25,27,0.875,4,3,0.9375,0.1894531,1.371094,0.1152344,0.0078125,2,121,30.5,0,2,-0.53,-6,-918,0,0,19,922,14:51:35:818,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,5,123.375,-1.625,11.3125,-0.75,4.79884,1.798833,-0.07000017,-0.0625,-0.03125,25,28,0.90625,4,3,0.9375,0.009765625,1.582031,0.09960938,0.01953125,2,107,30.5,0,2,-0.53,-6,-918,0,0,19,922,14:51:35:818,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,24,85.3125,2.75,9.25,-0.125,4.79884,1.798833,-0.02000017,-0.09375,-0.03125,25,29,0.96875,4,3,0.9375,0.015625,1.308594,0.03710938,0.01367188,2,90,30.5,0,2,-0.53,-6,-918,0,0,19,922,14:51:35:818,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,8,91,-0.5,-8.75,-0.0625,0.09960962,0.09960962,-3.14,-0.09375,0.0625,25,26,0.65625,6,1,0.9375,0.0625,2.025391,0.09179688,0.08007813,2,74,30.5,0,2,-0.53,-6,-918,0,0,19,922,14:51:35:818,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,7,138.5,-1,-8.625,-0.3125,12.00003,3.000008,-3.11,0,0,25,29,0.40625,5,1,0.9375,0.0703125,1.626953,0.046875,0.09179688,2,43,30.5,0,2,-0.53,-6,-918,0,0,19,922,14:51:35:818,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-2.01,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,922,14:51:35:818,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-2.06,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,922,14:51:35:818,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-2.04,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
392,0,0,0,0,0,0,0,-1.750886E-07,0,0,21,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,19,974,14:51:35:870,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,3,163.75,0.125,9.6875,-1.625,4.79884,1.798833,-0.1600002,0,0,15,20,0.90625,4,3,0.9375,0.625,3.205078,0.09570313,0.03320313,2,166,30.5,0,2,-0.53,-6,-918,0,0,20,17,14:51:35:914,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,2,-0.53,-6,-918,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,2,123.4375,2.25,9.6875,-1.125,4.79884,1.798833,-0.1200002,0,0,15,27,0.84375,4,3,0.9375,0.1894531,1.371094,0.1152344,0.0078125,2,122,30.6,0,2,-0.5,-6,-975,0,0,20,18,14:51:35:915,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,5,124.5,-1.625,11.3125,-0.75,4.79884,1.798833,-0.07000017,-0.0625,-0.03125,15,28,0.90625,4,3,0.9375,0.02148438,1.583984,0.08789063,0.01367188,2,108,30.6,0,2,-0.5,-6,-975,0,0,20,18,14:51:35:915,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,24,86.25,2.75,9.25,-0.125,4.79884,1.798833,-0.02000017,-0.09375,0,15,23,0.96875,4,3,0.9375,0.03125,1.304688,0.05273438,0.02148438,2,91,30.6,0,2,-0.5,-6,-975,0,0,20,18,14:51:35:915,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,8,90.1875,-0.25,-8.75,0.125,0.09960962,0.09960962,-2,-0.09375,0.15625,15,28,0.65625,6,1,0.9375,0.08789063,1.791016,0.109375,0.04882813,2,75,30.6,0,2,-0.5,-6,-975,0,0,20,18,14:51:35:915,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,7,137.625,-1,-8.625,-0.3125,12.00003,3.000008,-3.11,0,0,15,29,0.40625,5,1,0.9375,0.0703125,1.626953,0.046875,0.09179688,3,44,30.6,0,2,-0.5,-6,-975,0,0,20,18,14:51:35:915,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-2.01,0,0,15,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,18,14:51:35:915,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-2.06,0,0,15,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,18,14:51:35:915,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-2.04,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,49,14:51:35:945,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,49,14:51:35:945,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,49,14:51:35:945,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,49,14:51:35:945,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,49,14:51:35:945,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,49,14:51:35:945,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,57,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,57,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,57,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
394,0,0,0,0,0,0,0,-1.750886E-07,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,20,70,14:51:35:967,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,3,164.75,-0.125,9.6875,-1.625,4.79884,1.798833,-0.1600002,0,0,10,20,0.875,4,3,0.9375,0.625,3.205078,0.09570313,0.03320313,2,167,30.6,0,2,-0.5,-6,-975,0,0,20,135,14:51:36:032,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,2,-0.5,-6,-975,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
